ROI,Subject,Weight
1,433_FED_20160908c_3T1_PL2017,1.000000
1,434_FED_20160909c_3T2_PL2017,1.000000
1,435_FED_20160909b_3T2_PL2017,1.000000
1,436_FED_20160909d_3T2_PL2017,1.000000
1,437_FED_20160929_3T1_PL2017,1.000000
1,438_FED_20160929a_3T1_PL2017,1.000000
1,439_POLY10_20160930_3T1_PL2017,1.000000
1,440_FED_20160930_3T2_PL2017,1.000000
1,441_FED_20161004a_3T1_PL2017,1.000000
1,442_FED_20161004b_3T1_PL2017,1.000000
1,443_FED_20170412_3T2_PL2017,1.000000
1,443_FED_20161005_3T1_PL2017,1.000000
1,444_FED_20161006_3T1_PL2017,1.000000
1,445_FED_20161007_3T2_PL2017,1.000000
1,446_FED_20161007_3T2_PL2017,1.000000
1,447_FED_20161012a_3T2_PL2017,1.000000
1,448_FED_20161012b_3T2_PL2017,1.000000
1,449_FED_20161012c_3T2_PL2017,1.000000
1,449_FED_20170201b_3T2_PL2017,1.000000
1,450_FED_20161012_3T1_PL2017,1.000000
1,451_FED_20161013_3T1_PL2017,1.000000
1,452_POLY11_20161014_3T1_PL2017,1.000000
1,453_FED_20161014_3T1_PL2017,1.000000
1,454_FED_20161017_3T1_PL2017,1.000000
1,455_FED_20161018_3T1_PL2017,1.000000
1,456_FED_20161019b_3T1_PL2017,1.000000
1,457_FED_20161020_3T2_PL2017,1.000000
1,458_FED_20161021_3T2_PL2017,1.000000
1,459_FED_20161021_3T2_PL2017,1.000000
1,460_FED_20161025_3T1_PL2017,1.000000
1,461_FED_20161025a_3T1_PL2017,1.000000
1,462_FED_20161026_3T1_PL2017,1.000000
1,463_FED_20161026_3T1_PL2017,1.000000
1,464_FED_20161028_3T2_PL2017,1.000000
1,465_FED_20161027_3T1_PL2017,1.000000
1,466_FED_20161027_3T1_PL2017,1.000000
1,467_FED_20161028_3T1_PL2017,1.000000
1,468_FED_20161031_3T1_PL2017,1.000000
1,469_FED_20161031_3T1_PL2017,1.000000
1,470_FED_20161101_3T1_PL2017,1.000000
1,471_FED_20161101_3T1_PL2017,1.000000
1,472_FED_20161101a_3T2_PL2017,1.000000
1,473_FED_20190731a_3T2_PL2017,1.000000
1,473_FED_20170918b_3T2_PL2017,1.000000
1,473_FED_20161102a_3T1_PL2017,1.000000
1,474_FED_20161102_3T1_PL2017,1.000000
1,475_FED_20161103a_3T2_PL2017,1.000000
1,477_FED_20161103_3T2_PL2017,1.000000
1,478_FED_20161103_3T2_PL2017,1.000000
1,479_FED_20161104a_3T2_PL2017,1.000000
1,480_FED_20161104_3T1_PL2017,1.000000
1,481_FED_20161107_3T1_PL2017,1.000000
1,482_FED_20161104_3T1_PL2017,1.000000
1,484_FED_20161108_3T1_PL2017,1.000000
1,488_FED_20161109_3T2_PL2017,1.000000
1,489_FED_20161114d_3T1_PL2017,1.000000
1,490_FED_20161115_3T1_PL2017,1.000000
1,491_FED_20161115_3T1_PL2017,1.000000
1,492_FED_20161116_3T2_PL2017,1.000000
1,493_FED_20161117_3T1_PL2017,1.000000
1,494_FED_20161114a_3T1_PL2017,1.000000
1,494_FED_20170106a_3T2_PL2017,1.000000
1,495_FED_20161114_3T2_PL2017,1.000000
1,496_FED_20161118_3T1_PL2017,1.000000
1,497_FED_20161118_3T1_PL2017,1.000000
1,498_FED_20161121a_3T1_PL2017,1.000000
1,499_FED_20161121b_3T1_PL2017,1.000000
1,500_FED_20161121_3T1_PL2017,1.000000
1,501_FED_20161122_3T1_PL2017,1.000000
1,502_FED_20161122_3T1_PL2017,1.000000
1,503_FED_20161128_3T2_PL2017,1.000000
1,504_FED_20161130_3T2_PL2017,1.000000
1,505_FED_20161204_3T2_PL2017,1.000000
1,506_FED_20161205_3T2_PL2017,1.000000
1,507_FED_20161207_3T2_PL2017,1.000000
1,508_FED_20161208_3T2_PL2017,1.000000
1,509_FED_20161208_3T2_PL2017,1.000000
1,510_FED_20161212_3T2_PL2017,1.000000
1,511_POLY12_20161212_3T2_PL2017,1.000000
1,512_FED_20161213_3T2_PL2017,1.000000
1,513_FED_20161215_3T2_PL2017,1.000000
1,514_FED_20161215_3T2_PL2017,1.000000
1,515_FED_20161216_3T2_PL2017,1.000000
1,517_FED_20161219_3T2_PL2017,1.000000
1,518_FED_20161219_3T2_PL2017,1.000000
1,519_FED_20161220_3T2_PL2017,1.000000
