ROI,Subject,Weight
10,024_SWJNV2_13_PL2017,1.000000
10,025_SWJNV2_15_PL2017,1.000000
10,026_SWJNaudio_11_PL2017,1.000000
10,027_SWJNaudio_12_PL2017,1.000000
10,028_SWJNaudio_13_PL2017,1.000000
10,029_SWJNaudio_14_PL2017,1.000000
10,030_SWJNaudio_15_PL2017,1.000000
10,031_SWJNaudio_16_PL2017,1.000000
10,032_SWJNaudio_17_PL2017,1.000000
10,033_SWJNaudio_18_PL2017,1.000000
10,001_SWJN_01_PL2017,1.000000
10,002_SWJN_05_PL2017,1.000000
10,003_SWJN_07_PL2017,1.000000
10,004_SWJN_09_PL2017,1.000000
10,005_SWJN_11_PL2017,1.000000
10,006_SWJN_12_PL2017,1.000000
10,007_SWJN_13_PL2017,1.000000
10,021_SWJNaudio_04_PL2017,1.000000
10,022_SWJNaudio_06_PL2017,1.000000
10,023_SWJNaudio_07_PL2017,1.000000
10,024_SWJNaudio_08_PL2017,1.000000
10,026_SWJNaudio_11_PL2017,1.000000
10,027_SWJNaudio_12_PL2017,1.000000
10,028_SWJNaudio_13_PL2017,1.000000
10,030_SWJNaudio_15_PL2017,1.000000
10,031_SWJNaudio_16_PL2017,1.000000
10,032_SWJNaudio_17_PL2017,1.000000
10,033_SWJNaudio_18_PL2017,1.000000
11,008_SWJNV2_01_PL2017,1.000000
11,009_SWJNV2_02_PL2017,1.000000
11,010_SWJNV2_03_PL2017,1.000000
11,011_SWJNV2_04_PL2017,1.000000
11,012_SWJNV2_05_PL2017,1.000000
11,013_SWJNV2_06_PL2017,1.000000
11,014_SWJNV2_07_PL2017,1.000000
11,015_SWJNV2_08_PL2017,1.000000
11,016_SWJNV2_09_PL2017,1.000000
11,018_SWJNV2_10_PL2017,1.000000
11,020_SWJNV2_12_PL2017,1.000000
11,021_SWJNaudio_04_PL2017,1.000000
11,022_SWJNaudio_06_PL2017,1.000000
11,023_SWJNaudio_07_PL2017,1.000000
11,024_SWJNaudio_08_PL2017,1.000000
11,024_SWJNV2_13_PL2017,1.000000
11,025_SWJNV2_15_PL2017,1.000000
11,026_SWJNaudio_11_PL2017,1.000000
11,027_SWJNaudio_12_PL2017,1.000000
11,028_SWJNaudio_13_PL2017,1.000000
11,029_SWJNaudio_14_PL2017,1.000000
11,030_SWJNaudio_15_PL2017,1.000000
11,031_SWJNaudio_16_PL2017,1.000000
11,032_SWJNaudio_17_PL2017,1.000000
11,033_SWJNaudio_18_PL2017,1.000000
11,001_SWJN_01_PL2017,1.000000
11,002_SWJN_05_PL2017,1.000000
11,003_SWJN_07_PL2017,1.000000
11,004_SWJN_09_PL2017,1.000000
11,005_SWJN_11_PL2017,1.000000
11,006_SWJN_12_PL2017,1.000000
11,007_SWJN_13_PL2017,1.000000
11,021_SWJNaudio_04_PL2017,1.000000
11,022_SWJNaudio_06_PL2017,1.000000
11,023_SWJNaudio_07_PL2017,1.000000
11,024_SWJNaudio_08_PL2017,1.000000
11,026_SWJNaudio_11_PL2017,1.000000
11,027_SWJNaudio_12_PL2017,1.000000
11,028_SWJNaudio_13_PL2017,1.000000
11,030_SWJNaudio_15_PL2017,1.000000
11,031_SWJNaudio_16_PL2017,1.000000
11,032_SWJNaudio_17_PL2017,1.000000
11,033_SWJNaudio_18_PL2017,1.000000
12,008_SWJNV2_01_PL2017,1.000000
12,009_SWJNV2_02_PL2017,1.000000
12,010_SWJNV2_03_PL2017,1.000000
12,011_SWJNV2_04_PL2017,1.000000
12,012_SWJNV2_05_PL2017,1.000000
12,013_SWJNV2_06_PL2017,1.000000
12,014_SWJNV2_07_PL2017,1.000000
12,015_SWJNV2_08_PL2017,1.000000
12,016_SWJNV2_09_PL2017,1.000000
12,018_SWJNV2_10_PL2017,1.000000
12,020_SWJNV2_12_PL2017,1.000000
12,021_SWJNaudio_04_PL2017,1.000000
12,022_SWJNaudio_06_PL2017,1.000000
12,023_SWJNaudio_07_PL2017,1.000000
12,024_SWJNaudio_08_PL2017,1.000000
12,024_SWJNV2_13_PL2017,1.000000
12,025_SWJNV2_15_PL2017,1.000000
12,026_SWJNaudio_11_PL2017,1.000000
12,027_SWJNaudio_12_PL2017,1.000000
12,028_SWJNaudio_13_PL2017,1.000000
12,029_SWJNaudio_14_PL2017,1.000000
12,030_SWJNaudio_15_PL2017,1.000000
12,031_SWJNaudio_16_PL2017,1.000000
12,032_SWJNaudio_17_PL2017,1.000000
12,033_SWJNaudio_18_PL2017,1.000000
12,001_SWJN_01_PL2017,1.000000
12,002_SWJN_05_PL2017,1.000000
12,003_SWJN_07_PL2017,1.000000
12,004_SWJN_09_PL2017,1.000000
12,005_SWJN_11_PL2017,1.000000
12,006_SWJN_12_PL2017,1.000000
12,007_SWJN_13_PL2017,1.000000
12,021_SWJNaudio_04_PL2017,1.000000
12,022_SWJNaudio_06_PL2017,1.000000
12,023_SWJNaudio_07_PL2017,1.000000
12,024_SWJNaudio_08_PL2017,1.000000
12,026_SWJNaudio_11_PL2017,1.000000
12,027_SWJNaudio_12_PL2017,1.000000
12,028_SWJNaudio_13_PL2017,1.000000
12,030_SWJNaudio_15_PL2017,1.000000
12,031_SWJNaudio_16_PL2017,1.000000
12,032_SWJNaudio_17_PL2017,1.000000
12,033_SWJNaudio_18_PL2017,1.000000
